0,corrector_add,corrector_mult,dropped_col,mad_test
ConvertedComp,,,,
1.42,,,,
-0.89,,,,
0.8718198549312547,,,,
Age,,,,
1.35,,,,
-0.76,,,,
0.8700876908087041,,,,
ConvertedComp,,,,
1.37,,,,
-0.77,,,,
0.8825376204395367,,,,
Age,,,,
1.34,,,,
-0.75,,,,
0.8841615243044278,,,,
Average_salary_country,,,,
1.32,,,,
-0.58,,,,
0.881563278120602,,,,
Diff_to_average_country_salary,,,,
1.31,,,,
-0.64,,,,
0.8799393742557108,,,,
ImpSyn,,,,
1.33,,,,
-0.68,,,,
0.8852441268810219,,,,
WorkLoc,,,,
1.35,,,,
-0.72,,,,
0.8856771679116596,,,,
Age1stCode,,,,
1.38,,,,
-0.86,,,,
0.8795063332250731,,,,
LastHireDate,,,,
1.32,,,,
-0.64,,,,
0.8898993179603768,,,,
UnitTests,,,,
1.42,,,,
-0.95,,,,
0.8890332358991014,,,,
WorkWeekHrs,,,,
1.4,,,,
-0.87,,,,
0.8831871819854932,,,,
Containers,,,,
1.24,,,,
-0.4,,,,
0.8799393742557108,,,,
PurchaseWhat,,,,
1.39,,,,
-0.81,,,,
0.8860019486846379,,,,
Country,,,,
1.4,,,,
-0.83,,,,
0.878965031936776,,,,
PurchaseHow,,,,
1.36,,,,
-0.79,,,,
0.8940132077514344,,,,
YearsCodePro,,,,
1.43,,,,
-1.0,,,,
0.8884919346108043,,,,
WorkChallenge_5,,,,
1.43,,,,
-0.94,,,,
0.8882754140954855,,,,
CodeRevHrs,,,,
1.39,,,,
-0.85,,,,
0.8818880588935801,,,,
YearsCode,,,,
1.39,,,,
-0.88,,,,
0.882104579408899,,,,
WorkPlan,,,,
1.29,,,,
-0.56,,,,
0.8861102089422973,,,,
OrgSize,,,,
1.32,,,,
-0.6,,,,
0.8735520190538053,,,,
UndergradMajor,,,,
1.41,,,,
-0.86,,,,
0.8834037025008119,,,,
BlockchainOrg,,,,
1.41,,,,
-0.87,,,,
0.881563278120602,,,,
WorkChallenge_count,,,,
1.38,,,,
-0.83,,,,
0.8918480025982461,,,,
SocialMedia,,,,
1.21,,,,
-0.36,,,,
0.8788567716791166,,,,
BetterLife,,,,
1.29,,,,
-0.58,,,,
0.8798311139980514,,,,
WorkRemote,,,,
1.33,,,,
-0.64,,,,
0.8842697845620873,,,,
CodeRev,,,,
1.38,,,,
-0.79,,,,
0.8826458806971961,,,,
MgrMoney,,,,
1.36,,,,
-0.76,,,,
0.8798311139980514,,,,
MgrWant,,,,
1.41,,,,
-0.92,,,,
0.8845945653350655,,,,
BlockchainIs,,,,
1.34,,,,
-0.66,,,,
0.8805889358016672,,,,
